34.733979311,-116.377524302
34.733979307,-116.381911733
34.733967986,-116.386314322
34.733960119,-116.390701877
34.733960062,-116.395095951
34.733574412,-116.399182522
34.733600442,-116.407988682
34.733627682,-116.416796307
34.73364231,-116.422031413
34.727713484,-116.434495359
34.719499412,-116.452037157
34.719369578,-116.452035764
34.715003788,-116.46091218
34.713267034,-116.464442705
34.712326142,-116.465523048
34.708585952,-116.469817327
34.705106431,-116.473764042
34.701251024,-116.478387516
34.697972419,-116.482318753
34.694002401,-116.48707843
34.692107194,-116.489796877
34.691532038,-116.489193783
34.689110131,-116.492010585
34.689661411,-116.492613815
34.684468308,-116.498835048
34.683899015,-116.498089885
34.682039738,-116.500707593
34.681814608,-116.502133946
34.680948707,-116.503238112
34.680320628,-116.502999675
34.679454177,-116.504285514
34.679536899,-116.504474416
34.67631048,-116.50453578
34.676142514,-116.504535482
34.672640951,-116.504550319
34.672511106,-116.504550983
34.668971311,-116.504558197
34.668890944,-116.504557976
34.665312907,-116.504557536
34.665263475,-116.504558431
34.66164329,-116.504565431
34.658023236,-116.504527497
34.654403189,-116.504489587
34.650783131,-116.504451689
34.64716317,-116.504420437
34.643543206,-116.504389174
34.639922895,-116.504359584
34.636302928,-116.504328346
34.632682965,-116.504298755
34.629032465,-116.504297995
34.625381585,-116.504297224
34.621742528,-116.504306221
34.618091994,-116.504305454
34.618053869,-116.499926586
34.618012017,-116.495539498
34.617931872,-116.486756921
34.617923978,-116.478006262
34.617912672,-116.469254008
34.617572946,-116.469255276
34.610683742,-116.46930739
34.610351898,-116.469308542
34.603424708,-116.469291539
34.603134784,-116.469291889
34.596173103,-116.469292146
34.595902404,-116.469292155
34.588933091,-116.469314162
34.58867376,-116.469315626
34.581685282,-116.469291458
34.581414257,-116.469291458
34.577794164,-116.469283361
34.574445146,-116.469276899
34.567205025,-116.469292269
34.559964996,-116.469314255
34.55996494,-116.468002151
34.559934228,-116.463637831
34.559922845,-116.460540441
34.55991527,-116.459266648
34.559892371,-116.45489389
34.556134932,-116.455214489
34.552503262,-116.45551114
34.548883384,-116.455817507
34.54163556,-116.456418698
34.541624099,-116.455679957
34.537885779,-116.455694581
34.534265867,-116.455702023
34.52702562,-116.455710245
34.527056288,-116.446935192
34.527082897,-116.438161864
34.52709419,-116.429395429
34.527094046,-116.425007349
34.527105517,-116.421367833
34.527105429,-116.420620714
34.51983509,-116.420642521
34.512575547,-116.420650861
34.505316682,-116.420657509
34.498053454,-116.420672553
34.49080594,-116.420680657
34.483546611,-116.420680665
34.476295311,-116.42068883
34.469047532,-116.420703569
34.469036178,-116.411937014
34.469036137,-116.407556955
34.46903589,-116.403170257
34.465404563,-116.403201766
34.461776757,-116.40323982
34.458145418,-116.403269654
34.454517837,-116.403299434
34.450886186,-116.403330903
34.447258722,-116.403368956
34.443627145,-116.403407087
34.439995642,-116.40345184
34.436368198,-116.40349153
34.432736709,-116.403536259
34.429108757,-116.40358923
34.425477511,-116.403627318
34.421845883,-116.403635595
34.418218212,-116.403658673
34.414598247,-116.403666699
34.410966718,-116.403681592
34.407369793,-116.403665966
34.403780295,-116.403666792
34.400179349,-116.403657861
34.397409778,-116.403651246
34.396578418,-116.403650615
34.393766836,-116.403689563
34.392897121,-116.403696265
34.390128021,-116.40372777
34.389219943,-116.403741857
34.386507849,-116.403772246
34.385538992,-116.403787512
34.382880143,-116.403818541
34.381857927,-116.403826526
34.378237775,-116.403872673
34.374629416,-116.403902004
34.371009413,-116.403933216
34.367406699,-116.40392813
34.363780589,-116.403985477
34.360168391,-116.404009899
34.358360019,-116.40403127
34.356548362,-116.404039461
34.354751485,-116.404047351
34.352939589,-116.404062153
34.352981458,-116.399370935
34.353031124,-116.394815416
34.353069086,-116.390786966
34.353111265,-116.386415474
34.353118865,-116.385721117
34.353088249,-116.382035313
34.35308811,-116.381356041
34.353061601,-116.376984206
34.353038441,-116.372620593
34.35300795,-116.368257147
34.349410962,-116.36841701
34.345951034,-116.368577494
34.345809948,-116.368585227
34.342208835,-116.368745176
34.338890359,-116.368897881
34.338691903,-116.360024403
34.338489476,-116.351157668
34.331261014,-116.351189615
34.327648663,-116.351204727
34.32404009,-116.351219772
34.320431524,-116.351234814
34.316818825,-116.351249938
34.31321049,-116.351256689
34.309601674,-116.351279992
34.305970201,-116.351303757
34.30234281,-116.351348972
34.298711081,-116.351379359
34.295083804,-116.351373922
34.295083985,-116.350279555
34.295084164,-116.349185024
34.295084324,-116.34809058
34.295084466,-116.346996147
34.295084624,-116.345901682
34.295084747,-116.344807237
34.295084895,-116.343712806
34.295084989,-116.342618361
34.295084008,-116.34152046
34.295083035,-116.34042256
34.295082025,-116.339324682
34.295081015,-116.338226791
34.295079978,-116.337129141
34.295078967,-116.336031502
34.295077929,-116.334933852
34.295076871,-116.333836214
34.294170157,-116.333849488
34.293988796,-116.333852147
34.293249285,-116.333862972
34.291421681,-116.333889718
34.29051236,-116.333903044
34.28960303,-116.333916337
34.288693691,-116.333929652
34.287785434,-116.333942936
34.286874508,-116.333956295
34.285964645,-116.333969612
34.284144902,-116.333996288
34.283609106,-116.334004144
34.282970266,-116.334013507
34.282326845,-116.334022939
34.281417793,-116.334036248
34.280508759,-116.334049579
34.278689627,-116.334037938
34.276868402,-116.334026293
34.275048249,-116.334014639
34.27322805,-116.334003007
34.271409322,-116.333991169
34.269593368,-116.333979339
34.267773213,-116.333967489
34.266043749,-116.333956227
34.265953058,-116.333955628
34.265954254,-116.332863846
34.265863566,-116.332864117
34.265864725,-116.331772349
34.265865884,-116.330680568
34.265867041,-116.329588788
34.26586818,-116.328496976
34.265869317,-116.327405154
34.265870436,-116.32631333
34.265871537,-116.325221486
34.265873727,-116.324129774
34.265875882,-116.323038008
34.265878026,-116.321946264
34.265880188,-116.320854509
34.265882314,-116.319762765
34.265884429,-116.318671032
34.265886554,-116.317579267
34.265888658,-116.316487524
34.265979336,-116.316487257
34.265985538,-116.307702531
34.265991102,-116.298917804
34.264286449,-116.298929104
34.262354329,-116.298941909
34.258717571,-116.298965988
34.25144405,-116.299014153
34.251427976,-116.294649102
34.251411691,-116.290269827
34.251378702,-116.281521262
34.251376919,-116.280432989
34.251375143,-116.279344737
34.251373358,-116.278256475
34.251371546,-116.277168224
34.251369741,-116.276079962
34.2513679,-116.274991711
34.251366077,-116.273903472
34.251364245,-116.2728152
34.251362383,-116.27172695
34.25136053,-116.270638689
34.251358668,-116.269550418
34.251356778,-116.268462158
34.251354896,-116.267373908
34.251353005,-116.26628567
34.251351087,-116.2651974
34.251349176,-116.264109152
34.251371856,-116.261927743
34.251394495,-116.259746334
34.251417078,-116.257564924
34.251428369,-116.256474224
34.251439641,-116.255383536
34.251462165,-116.253202115
34.25148465,-116.251020703
34.251507096,-116.248839292
34.251529485,-116.246657881
34.251522199,-116.245568302
34.251514912,-116.244478754
34.251507605,-116.243389175
34.251500281,-116.242299608
34.251492956,-116.24121005
34.25148561,-116.240120483
34.25147092,-116.237941361
34.251456173,-116.235762218
34.251448789,-116.234672664
34.251441388,-116.2335831
34.251419131,-116.230314406
34.251411699,-116.229224843
34.251396849,-116.228135891
34.251381987,-116.22704695
34.251352228,-116.224869059
34.251337322,-116.22378012
34.251322422,-116.222691159
34.251307494,-116.221602232
34.251292585,-116.220513273
34.25127639,-116.219423718
34.251260213,-116.218334131
34.251244008,-116.217244577
34.251227793,-116.21615498
34.251211586,-116.215065438
34.251195352,-116.213975843
34.251179108,-116.212886268
34.251162855,-116.211796718
34.251163684,-116.2106963
34.251164493,-116.20959585
34.251166074,-116.207394993
34.251167633,-116.205194168
34.251169135,-116.202993292
34.251169884,-116.201892865
34.251170624,-116.200792437
34.251171327,-116.199692021
34.251172047,-116.198591595
34.25117343,-116.196390742
34.251174111,-116.195290315
34.251174792,-116.194189899
34.251181894,-116.193396509
34.251191684,-116.192305694
34.251201743,-116.191184912
34.251211497,-116.190094119
34.251221321,-116.18899808
34.251231109,-116.18790204
34.251240888,-116.186806001
34.251250666,-116.185709961
34.251268335,-116.18351941
34.251277161,-116.182424128
34.251285975,-116.181328858
34.25129478,-116.180233576
34.251303557,-116.179138306
34.251312343,-116.178043003
34.251321118,-116.176947721
34.251332726,-116.175852553
34.251344305,-116.174757385
34.251379012,-116.171471848
34.251390552,-116.17037668
34.251402111,-116.169281511
34.251413631,-116.168186343
34.251448161,-116.164900804
34.251459643,-116.163805635
34.251471114,-116.162710434
